category,name,producer,url,price,barcode
Ποϊόντα Ψυγείου,ΕΠΙΔΟΡΠΙΟ ΓΙΑΟΥΡΤΙΟΥ ΡΟΔΑΚΙΝΟ  3 Χ 200 GR,ΚΡΙ ΚΡΙ,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Giaoyrtia/Epidorpia-giaoyrtioy/EPIDORPIO-GIAOYRTIOY-RODAKINO-3-Ch-200-GR/p/7468287,"4,20",1200591
Ποϊόντα Ψυγείου,ΓΙΑΟΥΡΤΙ ΑΓΕΛΑΔΟΣ  3.85% 600ΓΡ,ΔΩΔΩΝΗ,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Giaoyrtia/Leyka-giaoyrtia/GIAOYRTI-AGELADOS-3-85-600GR/p/7310647,"1,87",1190432
Ποϊόντα Ψυγείου,ΒΙΤΑΜ SOFT LIGHT 250 GR,ΒΙΤΑΜ,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Voytyro-Margarini/Margarini/VITAM-SOFT-LIGHT-250-GR/p/7491864,"1,32",1290341
Ποϊόντα Ψυγείου,ΓΙΑΟΥΡΤΙ ΑΓΕΛΑΔΟΣ 2%  3 X 200 GR,ΔΩΔΩΝΗ,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Giaoyrtia/Leyka-giaoyrtia/GIAOYRTI-AGELADOS-2-3-X-200-GR/p/7347555,"2,67",1190562
Ποϊόντα Ψυγείου,ΠΑΙΔΙΚΑ ΓΙΑΟΥΡΤΙΑ ΜΠΑΝΑΝΑ 2X140ΓΡ,JUNIOR,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Giaoyrtia/Paidika/PAIDIKA-GIAOYRTIA-MPANANA-2X140GR/p/7434787,"1,99",1190825
Ποϊόντα Ψυγείου,ΖΕΛΕ ΚΕΡΑΣΙ 3 Χ 150 GR,ΜΕΒΓΑΛ,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Kremes-Glykismata/Glykismata/ZELE-KERASI-3-Ch-150-GR/p/7352996,"2,46",1210201
Ποϊόντα Ψυγείου,Επιδόρπιο Γιαουρτιού Trueblend Ροδάκινο  2 X 150 gr,FRUYO,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Giaoyrtia/Epidorpia-giaoyrtioy/Epidorpio-Giaoyrtioy-Trueblend-Rodakino-2-X-150-gr/p/7507472,"2,52",1200743
Ποϊόντα Ψυγείου,Φυσικός Χυμός Μήλο Πορτοκάλι Καρότο 1.5 Lt,LIFE,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Chymoi-psygeioy/Fysikos-Chymos-Milo-Portokali-Karoto-1-5-Lt/p/7502619,"2,72",1350422
Ποϊόντα Ψυγείου,ΕΠΙΔΟΡΠΙΟ ΑΚΤΙΝΙΔΙΟ  3 Χ 200 GR,ΚΡΙ ΚΡΙ,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Giaoyrtia/Epidorpia-giaoyrtioy/EPIDORPIO-AKTINIDIO-3-Ch-200-GR/p/7078996,"4,20",1202099
Ποϊόντα Ψυγείου,Επιδόρπιο Γιαουρτιού Μπανάνα Minions  3 Χ 140 gr,MINIONS,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Giaoyrtia/Epidorpia-giaoyrtioy/Epidorpio-Giaoyrtioy-Mpanana-Minions-3-Ch-140-gr/p/7431234,"3,89",1190763
Ποϊόντα Ψυγείου,ΖΕΛΕ ΦΡΑΟΥΛΑ 3 Χ 150 GR,ΜΕΒΓΑΛ,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Kremes-Glykismata/Glykismata/ZELE-FRAOYLA-3-Ch-150-GR/p/7352995,"2,46",1210191
Ποϊόντα Ψυγείου,ΕΠΙΔΟΡΠΙΟ ΓΙΑΟΥΡΤΙΟΥ ΜΕ ΛΕΜΟΝΙ & ΤΖΙΝΤΖΕΡ 3Χ200 GR,ΚΡΙ ΚΡΙ,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Giaoyrtia/Epidorpia-giaoyrtioy/EPIDORPIO-GIAOYRTIOY-ME-LEMONI-and-TZINTZER-3Ch200-GR/p/7425006,"4,20",1200464
Ποϊόντα Ψυγείου,ΠΑΙΔΙΚΑ ΓΙΑΟΥΡΤΙΑ ΒΑΝΙΛΙΑ 2X140ΓΡ,JUNIOR,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Giaoyrtia/Paidika/PAIDIKA-GIAOYRTIA-VANILIA-2X140GR/p/7434720,"1,99",1190806
Ποϊόντα Ψυγείου,ΦΡΕΣΚΟΣ ΧΥΜΟΣ ΦΥΣΙΚΟΣ ΜΠΑΝΑΝΑ ΒΥΣΣΙΝΟ 330 ML,FRULITE,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Chymoi-psygeioy/FRESKOS-ChYMOS-FYSIKOS-MPANANA-VYSSINO-330-ML/p/7134894,"0,77",1351880
Ποϊόντα Ψυγείου,ΕΠΙΔΟΡΠΙΟ ΑΝΑΝΑΣ ΡΟΔΙ 3 X 200 GR,ΚΡΙ ΚΡΙ,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Giaoyrtia/Epidorpia-giaoyrtioy/EPIDORPIO-ANANAS-RODI-3-X-200-GR/p/7346567,"4,20",1200334
Ποϊόντα Ψυγείου,ΠΑΙΔΙΚΑ ΓΙΑΟΥΡΤΙΑ ΚΕΡΑΣΙ 2X140ΓΡ,JUNIOR,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Giaoyrtia/Paidika/PAIDIKA-GIAOYRTIA-KERASI-2X140GR/p/7434759,"1,99",1190808
Ποϊόντα Ψυγείου,ΕΠΙΔΟΡΠΙΟ ΓΙΑΟΥΡΤΙΟΥ ΜΠΑΝΑΝΑ 0% 2X170GR,FRUYO,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Giaoyrtia/Epidorpia-giaoyrtioy/EPIDORPIO-GIAOYRTIOY-MPANANA-0-2X170GR/p/7424585,"2,52",1200451
Ποϊόντα Ψυγείου,ΡΟΦΗΜΑ ΓΑΛΑΚΤΟΣ JUNIOR 1+ 1 LT,NESTLE- JUNIOR,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Gala/Fresko-gala/ROFIMA-GALAKTOS-JUNIOR-1-1-LT/p/7423453,"2,22",1090387
Ποϊόντα Ψυγείου,ΦΡΕΣΚΟΣ ΧΥΜΟΣ ΝΕΚΤΑΡ ΜΙΞ 500 ML,ΚΑΜΠΟΣ ΧΙΟΥ,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Chymoi-psygeioy/FRESKOS-ChYMOS-NEKTAR-MIX-500-ML/p/7082810,"1,26",1351782
Ποϊόντα Ψυγείου,ΓΙΑΟΥΡΤΙ ΑΓΕΛΑΔΟΣ ΣΠΙΤΙΚΟ 5 %  1 KG,ΣΠΙΤΙΚΟ,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Giaoyrtia/Leyka-giaoyrtia/GIAOYRTI-AGELADOS-SPITIKO-5-1-KG/p/7078644,"3,30",1190581
Ποϊόντα Ψυγείου,ΓΙΑΟΥΡΤΙ ΚΕΦΙΡ ΑΚΤΙΝΙΔΙΟ ΚΑΙ ΒΡΩΜΗ 2 Χ 150 GR,ΟΛΥΜΠΟΣ,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Giaoyrtia/Epidorpia-giaoyrtioy/GIAOYRTI-KEFIR-AKTINIDIO-KAI-VROMI-2-Ch-150-GR/p/7295631,"2,26",1190241
Ποϊόντα Ψυγείου,ΦΡΕΣΚΟΣ ΧΥΜΟΣ ΝΕΚΤΑΡ ΜΑΝΤΑΡΙΝΙ ΣΑΓΚΟΥΪΝΙ 1 LT,ΚΑΜΠΟΣ ΧΙΟΥ,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Chymoi-psygeioy/FRESKOS-ChYMOS-NEKTAR-MANTARINI-SAGKOYINI-1-LT/p/7139318,"1,84",1351902
Ποϊόντα Ψυγείου,ΠΑΙΔΙΚΟ ΕΠΙΔΟΡΠΙΟ ΓΙΑΟΥΡΤΙΟΥ ΦΡΑΟΥΛΑ 3Χ140ΓΡ,MINIONS,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Giaoyrtia/Paidika/PAIDIKO-EPIDORPIO-GIAOYRTIOY-FRAOYLA-3Ch140GR/p/7431235,"3,89",1190771
Ποϊόντα Ψυγείου,ΟΛΥΜΠΟΣ ΚΡΕΜΑ ΓΑΛΑΚΤΟΣ 12% 200ML,ΟΛΥΜΠΟΣ,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Kremes-galaktos-and-santigy/Kremes-galaktos/OLYMPOS-KREMA-GALAKTOS-12-200ML/p/7532058,"1,13",1150291
Ποϊόντα Ψυγείου,CREMEFINE ΓΙΑ ΖΑΧΑΡΟΠΛΑΣΤΙΚΗ 250 ML,ΒΙΤΑΜ,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Kremes-galaktos-and-santigy/Kremes-galaktos/CREMEFINE-GIA-ZAChAROPLASTIKI-250-ML/p/7513720,"1,72",1150282
Ποϊόντα Ψυγείου,ΕΠΙΔΟΡΠΙΟ ΓΙΑΟΥΡΤΙΟΥ ΦΡΑΟΥΛΑ 2Χ180GR,VITALINE,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Giaoyrtia/Epidorpia-giaoyrtioy/EPIDORPIO-GIAOYRTIOY-FRAOYLA-2Ch180GR/p/7490124,"2,98",1200682
Ποϊόντα Ψυγείου,ΓΙΑΟΥΡΤΙΑ TOTAL 2% ΜΥΡΤΙΛΟ  3 X 170 GR ΔΩΡ 170ΓΡ,TOTAL,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Giaoyrtia/Epidorpia-giaoyrtioy/GIAOYRTIA-TOTAL-2-MYRTILO-3-X-170-GR-DOR-170GR/p/7424667,"2,45",1200481
Ποϊόντα Ψυγείου,ΣΤΡΑΓΓΙΣΤΟ ΓΙΑΟΥΡΤΙ 10%  200 GR,ΚΡΙ ΚΡΙ,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Giaoyrtia/Leyka-giaoyrtia/STRAGGISTO-GIAOYRTI-10-200-GR/p/7078426,"4,19",1190802
Ποϊόντα Ψυγείου,ΓΑΛΑ ΥΨΗΛΗΣ ΠΑΣΤΕΡΙΩΣΗΣ ΠΑΙΔΙΚΟ 1 LT,ΝΟΥΝΟΥ,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Gala/Ypsilis-pasteriosis/GALA-YPsILIS-PASTERIOSIS-PAIDIKO-1-LT/p/7127562,"1,76",1091099
Ποϊόντα Ψυγείου,ΕΠΙΔΟΡΠΙΟ ΣΤΡΑΓΓΙΣΤΟΥ ΓΙΑΟΡΤΙΟΥ ΒΑΝΙΛΙΑ 0%  2Χ170GR,FRUYO,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Giaoyrtia/Epidorpia-giaoyrtioy/EPIDORPIO-STRAGGISTOY-GIAORTIOY-VANILIA-0-2Ch170GR/p/7351672,"2,52",1200381
Ποϊόντα Ψυγείου,ΓΙΑΟΥΡΤI  360GR,VITALINE,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Giaoyrtia/Epidorpia-giaoyrtioy/GIAOYRTI-360GR/p/7498027,"2,05",1200703
Ποϊόντα Ψυγείου,ΡΟΦΗΜΑ ΦΥΤΙΚΟ ΣΟΓΙΑ 1LT,ΒΙΤΑΜ,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Gala/Fytika-Rofimata/ROFIMA-FYTIKO-SOGIA-1LT/p/7438707,"2,99",1090476
Ποϊόντα Ψυγείου,Γάλα Σκόνη Bio 250 gr,REGILAIT,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Gala/Makras-diarkeias/Gala-Skoni-Bio-250-gr/p/7149606,"4,32",3607440
Ποϊόντα Ψυγείου,ΧΥΜΟΣ ΦΡΑΟΥΛΑ 320 ML,MOGU MOGU,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Chymoi-psygeioy/ChYMOS-FRAOYLA-320-ML/p/7447918,"1,08",4130483
Ποϊόντα Ψυγείου,Μαργαρίνη  1 kg,ΒΙΤΑΜ,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Voytyro-Margarini/Margarini/Margarini-1-kg/p/7079712,"4,26",1290424
Ποϊόντα Ψυγείου,Ρόφημα Αμύγδαλο Χωρίς Γλουτένη 1 Lt,FYTRO,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Gala/Fytika-Rofimata/Rofima-Amygdalo-Choris-Gloyteni-1-Lt/p/7319649,"2,85",3160305
Ποϊόντα Ψυγείου,ΕΠΙΔΟΡΠΙΟ ΓΙΑΟΥΡΤΙΟΥ ΧΩΡΙΣ ΛΑΚΤΟΖΗ ΡΟΔΑΚΙΝΟ  2 Χ 170 GR,ONLY,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Giaoyrtia/Epidorpia-giaoyrtioy/EPIDORPIO-GIAOYRTIOY-ChORIS-LAKTOZI-RODAKINO-2-Ch-170-GR/p/7493988,"2,36",1200674
Ποϊόντα Ψυγείου,ΜΑΡΓΑΡΙΝΗ BENECOL ΜΑΧ ΚΛΑΣΙΚΟ 225 GR,BENECOL,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Voytyro-Margarini/Margarini/MARGARINI-BENECOL-MACh-KLASIKO-225-GR/p/7223936,"3,37",1290494
Ποϊόντα Ψυγείου,Ρόφημα Αμυγδάλου Protein 1 Lt,ΟΛΥΜΠΟΣ,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Gala/Fytika-Rofimata/Rofima-Amygdaloy-Protein-1-Lt/p/7484264,"3,22",3160271
Ποϊόντα Ψυγείου,ΣΤΡΑΓΓΙΣΤΟ ΓΙΑΟΥΡΤΙ 2% ΦΡΑΟΥΛΑ 2 X 170 GR,TOTAL,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Giaoyrtia/Leyka-giaoyrtia/STRAGGISTO-GIAOYRTI-2-FRAOYLA-2-X-170-GR/p/7354302,"2,45",1200412
Ποϊόντα Ψυγείου,ΦΡΕΣΚΟΣ ΧΥΜΟΣ ΝΕΚΤΑΡ ΜΑΝΤΑΡΙΝΙ ΣΑΓΚΟΥΪΝΙ 330 ML,FRULITE,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Chymoi-psygeioy/FRESKOS-ChYMOS-NEKTAR-MANTARINI-SAGKOYINI-330-ML/p/7134902,"0,77",1351881
Ποϊόντα Ψυγείου,ΠΑΙΔΙΚΟ ΕΠΙΔΟΡΠΙΟ ΓΚΟΦΡΕΤΑ MAXI KING 3 X 36 GR,KINDER,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Giaoyrtia/Paidika/PAIDIKO-EPIDORPIO-GKOFRETA-MAXI-KING-3-X-36-GR/p/7079289,"2,48",1191434
Ποϊόντα Ψυγείου,ΕΠΙΔΟΡΠΙO ΠΡΟΦΙΤΕΡΟΛ 450 GR,SOLO ITALIA,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Kremes-Glykismata/Glykismata/EPIDORPIO-PROFITEROL-450-GR/p/7125853,"3,74",1211694
Ποϊόντα Ψυγείου,Επιδόρπιο Γιαουρτιού Χωρίς Λακτόζη Ροδάκινο 2 Χ 170 gr (0.40),ONLY,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Giaoyrtia/Epidorpia-giaoyrtioy/Epidorpio-Giaoyrtioy-Choris-Laktozi-Rodakino-2-Ch-170-gr-0-40-/p/7494291,"1,96",1200666
Ποϊόντα Ψυγείου,ΣΤΡΑΓΓΙΣΤΟ ΓΙΑΟΥΡΤΙ 2% ΦΡΟΥΤΑ ΤΟΥ ΔΑΣΟΥΣ 2 X 170 GR,TOTAL,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Giaoyrtia/Leyka-giaoyrtia/STRAGGISTO-GIAOYRTI-2-FROYTA-TOY-DASOYS-2-X-170-GR/p/7354260,"2,45",1200402
Ποϊόντα Ψυγείου,ΣΟΚΟΛΑΤΟΥΧΟ ΓΑΛΑ ΜΕ ΦΡΑΟΥΛΑ 450 ML 450 ML,MILKO,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Gala/Sokolatoycho/SOKOLATOYChO-GALA-ME-FRAOYLA-450-ML-450-ML/p/7285688,"1,55",1110033
Ποϊόντα Ψυγείου,ΡΟΦΗΜΑ ΣΟΓΙΑΣ 800ML,ADEZ,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Gala/Fytika-Rofimata/ROFIMA-SOGIAS-800ML/p/7446972,"2,60",1090522
Ποϊόντα Ψυγείου,ΚΑΦΕΣ ΜΕ ΓΕΥΣΗ ΣΟΚΟΛΑΤΑ 220 ML,STARBUCKS,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Gala/Sokolatoycho/KAFES-ME-GEYSI-SOKOLATA-220-ML/p/7424516,"2,00",1110221
Ποϊόντα Ψυγείου,.  170G,ACTIVIA,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Giaoyrtia/Epidorpia-giaoyrtioy/-170G/p/7488217,"1,89",1200643
Ποϊόντα Ψυγείου,ΓΙΑΟΥΡΤΙ ΑΓΕΛΑΔΟΣ CLASSIC 10% 2 X 200 GR,ΝΟΥΝΟΥ,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Giaoyrtia/Leyka-giaoyrtia/GIAOYRTI-AGELADOS-CLASSIC-10-2-X-200-GR/p/7518181,"1,80",1191281
Ποϊόντα Ψυγείου,ΜΑΡΓΑΡΙΝΗ CLASSIC ΜΕ ΒΟΥΤΥΡΟ ΠΑΚΕΤΟ 250 GR,ΦΑΣΤ,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Voytyro-Margarini/Margarini/MARGARINI-CLASSIC-ME-VOYTYRO-PAKETO-250-GR/p/7225577,"2,26",1290497
Ποϊόντα Ψυγείου,ΒΟΥΤΥΡΟ ΤΥΠΟΥ ΚΕΡΚΥΡΑΣ  225 GR,ΧΩΡΙΟ,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Voytyro-Margarini/Voytyro/VOYTYRO-TYPOY-KERKYRAS-225-GR/p/7484371,"4,00",1270231
Ποϊόντα Ψυγείου,Επιδόρπιο Καρπός Αμυγδάλου Δαμάσκηνο Βρώμη 150 gr,ΟΛΥΜΠΟΣ,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Kremes-Glykismata/Kremes/Epidorpio-Karpos-Amygdaloy-Damaskino-Vromi-150-gr/p/7497815,"1,43",1210311
Ποϊόντα Ψυγείου,ΦΡΕΣΚΟΣ ΧΥΜΟΣ ΝΕΚΤΑΡ ΠΟΡΤΟΚΑΛΙ ΚΑΙ ΝΕΚΤΑΡΙΝΙ 500 ML,FRULITE,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Chymoi-psygeioy/FRESKOS-ChYMOS-NEKTAR-PORTOKALI-KAI-NEKTARINI-500-ML/p/7128190,"1,28",1351854
Ποϊόντα Ψυγείου,ΕΠΙΔΟΡΠΙΟ ΓΙΑΟΥΡΤΙΟΥ ΚΕΡΑΣΙ 3 X 200 GR 2+1,ΑΒ,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Giaoyrtia/Epidorpia-giaoyrtioy/EPIDORPIO-GIAOYRTIOY-KERASI-3-X-200-GR-2-1/p/7354677,"2,21",1200414
Ποϊόντα Ψυγείου,Επιδόρπιο Γιαουρτιού Trueblend Rasberry  2 X 150 gr,FRUYO,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Giaoyrtia/Epidorpia-giaoyrtioy/Epidorpio-Giaoyrtioy-Trueblend-Rasberry-2-X-150-gr/p/7507450,"2,52",1200742
Ποϊόντα Ψυγείου,Βούτυρο  125 gr,MEGGLE,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Voytyro-Margarini/Voytyro/Voytyro-125-gr/p/7079474,"2,96",1270019
Ποϊόντα Ψυγείου,ΦΡΕΣΚΟΣ ΧΥΜΟΣ ΦΥΣΙΚΟΣ ΠΟΡΤΟΚΑΛΙ ΡΟΔΙ 400 ML,LIFE,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Chymoi-psygeioy/FRESKOS-ChYMOS-FYSIKOS-PORTOKALI-RODI-400-ML/p/7137985,"1,17",1351892
Ποϊόντα Ψυγείου,Επιδόρπιο Γάλακτος bio Κλασσικό  2 X 90 gr,NATURNES,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Giaoyrtia/Paidika/Epidorpio-Galaktos-bio-Klassiko-2-X-90-gr/p/7527737,"1,98",1200782
Ποϊόντα Ψυγείου,Επιδόρπιο Γιαουρτιού Trueblend Μάνγκο  2 X 150 gr,FRUYO,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Giaoyrtia/Epidorpia-giaoyrtioy/Epidorpio-Giaoyrtioy-Trueblend-Mangko-2-X-150-gr/p/7511679,"2,52",1200761
Ποϊόντα Ψυγείου,Επιδόρπιο Γιαουρτιού Trueblend Φράουλα  2 X 150 gr,FRUYO,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Giaoyrtia/Epidorpia-giaoyrtioy/Epidorpio-Giaoyrtioy-Trueblend-Fraoyla-2-X-150-gr/p/7507436,"2,52",1200741
Ποϊόντα Ψυγείου,ΕΠΙΔΟΡΠΙΟ ΓΙΑΟΥΡΤΙΟΥ ΦΡΑΟΥΛΑ  2 Χ 170 GR,ONLY,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Giaoyrtia/Epidorpia-giaoyrtioy/EPIDORPIO-GIAOYRTIOY-FRAOYLA-2-Ch-170-GR/p/7494012,"2,36",1200665
Ποϊόντα Ψυγείου,Επιδόρπιο Γιαουρτιού 3 x 200 gr,YOTOPIA,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Giaoyrtia/Epidorpia-giaoyrtioy/Epidorpio-Giaoyrtioy-3-x-200-gr/p/7078474,"2,89",1200165
Ποϊόντα Ψυγείου,ΓΙΑΟΥΡΤΙ ΛΕΥΚΟ ΑΙΓΟΠΡΟΒΕΙΟ ΕΛΑΦΡΥ 220 GR,ΜΕΒΓΑΛ,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Giaoyrtia/Paradosiaka-giaoyrtia/GIAOYRTI-LEYKO-AIGOPROVEIO-ELAFRY-220-GR/p/7078453,"1,15",1191443
Ποϊόντα Ψυγείου,Επιδόρπιο Γιαουρτιού Χωρίς Λακτόζη Φράουλα 2 Χ 170 gr 0.40,ONLY,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Giaoyrtia/Epidorpia-giaoyrtioy/Epidorpio-Giaoyrtioy-Choris-Laktozi-Fraoyla-2-Ch-170-gr-0-40/p/7494160,"1,96",1200675
Ποϊόντα Ψυγείου,ΓΙΑΟΥΡΤI  360GR,VITALINE,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Giaoyrtia/Epidorpia-giaoyrtioy/GIAOYRTI-360GR/p/7498026,"2,05",1200702
Ποϊόντα Ψυγείου,Βούτυρο  125 gr,MEGGLE,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Voytyro-Margarini/Voytyro/Voytyro-125-gr/p/7079473,"2,96",1270016
Ποϊόντα Ψυγείου,ΓΑΛΑ ΦΡΕΣΚΟ ΚΑΤΣΙΚΙΣΙΟ 1 LT,ΔΕΛΤΑ,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Gala/Fresko-gala/GALA-FRESKO-KATSIKISIO-1-LT/p/7126868,"2,42",1091097
Ποϊόντα Ψυγείου,Γάλα Σκόνη 250 gr,REGILAIT,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Gala/Makras-diarkeias/Gala-Skoni-250-gr/p/7087475,"3,08",3160572
Ποϊόντα Ψυγείου,Επιδόρπιο Γιαουρτιού 1 Kg,ΣΠΙΤΙΚΟ,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Giaoyrtia/Leyka-giaoyrtia/Epidorpio-Giaoyrtioy-1-Kg/p/7078455,"3,30",1190424
Ποϊόντα Ψυγείου,Γάλα  1 lt,DAILY,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Gala/Ypsilis-pasteriosis/Gala-1-lt/p/7077686,"2,26",1090327
Ποϊόντα Ψυγείου,Φρουτοποτό Μανταρίνι 1 Lt,ΚΑΜΠΟΣ ΧΙΟΥ,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Chymoi-psygeioy/Froytopoto-Mantarini-1-Lt/p/7498548,"1,89",1350404
Ποϊόντα Ψυγείου,ΧΥΜΟΣ ΑΛΟΗ ΠΕΠΟΝΙ 500 ML,ALOE,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Chymoi-psygeioy/ChYMOS-ALOI-PEPONI-500-ML/p/7491036,"1,35",4130601
Ποϊόντα Ψυγείου,ΦΡΕΣΚΟΣ ΧΥΜΟΣ ΦΥΣΙΚΟΣ ΛΕΜΟΝΙ 1 LT,ΑΒ ΚΟΝΤΑ ΣΤΗΝ ΕΛΛΗΝΙΚΗ ΓΗ,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Chymoi-psygeioy/FRESKOS-ChYMOS-FYSIKOS-LEMONI-1-LT/p/7082814,"2,17",1351823
Ποϊόντα Ψυγείου,ΒΟΥΤΥΡΟ ΑΓΕΛΑΔΙΝΟ ΧΩΡΙΣ ΛΑΚΤΟΖΗ 220GR,ΑΡΙΣΤΟΝ,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Voytyro-Margarini/Voytyro/VOYTYRO-AGELADINO-ChORIS-LAKTOZI-220GR/p/7423602,"2,62",1270181
Ποϊόντα Ψυγείου,Κρέμα Γάλακτος 500 ml,MEGGLE,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Kremes-galaktos-and-santigy/Kremes-galaktos/Krema-Galaktos-500-ml/p/7078295,"4,36",1150051
Ποϊόντα Ψυγείου,ΓΙΑΟΥΡΤΙ  360ΓΡ,VITALINE,https://www.ab.gr/click2shop/Galaktokomika-and-Eidi-Psygeioy/Giaoyrtia/Epidorpia-giaoyrtioy/GIAOYRTI-360GR/p/7498032,"2,05",1200704
